#: table_doi: 10.17182/hepdata.92323.v2/t5
#: name: Delta Chi-squared Map (two-dimensional method)
#: description: $\Delta \chi^2$ map of phase-I+II data calculated by the two-dimensional method. To be used in combination with the $\Delta \chi^2_{\text{crit},x}$ values of the two-dimensional method to generate exclusion contours at $x$% C.L. for phase-I+II data. Additional explanations are given there.
#: data_file: DeltaChisquaredValues2D.yaml
#: keyword observables: Delta Chi^2
#: keyword phrases: Delta Chi-squared Map
#: ,delta chi-squared values
$\sin^{2}(2\theta_{ee})$,$\Delta m^{2}_{41}$ [eV$^2$],$\Delta\chi^{2}$
0.0509,3.503,10.08
0.0534,3.503,10.19
0.0559,3.503,10.3
0.0586,3.503,10.43
0.0614,3.503,10.56
0.0643,3.503,10.72
0.0673,3.503,10.88
0.0705,3.503,11.07
0.0739,3.503,11.27
0.0774,3.503,11.49
0.0811,3.503,11.73
0.085,3.503,12
0.089,3.503,12.3
0.0933,3.503,12.63
0.0977,3.503,12.99
0.1024,3.503,13.39
0.1072,3.503,13.83
0.1123,3.503,14.32
0.1177,3.503,14.86
0.1233,3.503,15.46
0.1292,3.503,16.12
0.1353,3.503,16.86
0.1417,3.503,17.67
0.1485,3.503,18.57
0.1556,3.503,19.57
0.163,3.503,20.68
0.1707,3.503,21.91
0.1789,3.503,23.28
0.1874,3.503,24.81
0.1963,3.503,26.51
0.2057,3.503,28.4
0.2154,3.503,30.51
0.2257,3.503,32.87
0.2364,3.503,35.51
0.2477,3.503,38.46
0.2595,3.503,41.76
0.2719,3.503,45.47
0.2848,3.503,49.62
0.2984,3.503,54.3
0.3126,3.503,59.56
0.3275,3.503,65.49
0.343,3.503,72.18
0.3594,3.503,79.74
0.3765,3.503,88.31
0.3944,3.503,98.03
0.4132,3.503,109.08
0.4329,3.503,121.67
0.4535,3.503,136.03
0.4751,3.503,152.47
0.4977,3.503,171.31
0.5214,3.503,192.99
0.5462,3.503,217.99
0.5722,3.503,246.9
0.5995,3.503,280.46
0.628,3.503,319.54
0.6579,3.503,365.24
0.6893,3.503,418.89
0.7221,3.503,482.18
0.7565,3.503,557.21
0.7925,3.503,646.64
0.8302,3.503,753.9
0.8697,3.503,883.41
0.9112,3.503,1040.97
0.9545,3.503,1234.25
1,3.503,1233.86
0.01,3.6869,9.2
0.0105,3.6869,9.21
0.011,3.6869,9.22
0.0115,3.6869,9.24
0.012,3.6869,9.25
0.0126,3.6869,9.27
0.0132,3.6869,9.28
0.0138,3.6869,9.3
0.0145,3.6869,9.32
0.0152,3.6869,9.34
0.0159,3.6869,9.36
0.0167,3.6869,9.39
0.0175,3.6869,9.41
0.0183,3.6869,9.44
0.0192,3.6869,9.47
0.0201,3.6869,9.5
0.021,3.6869,9.53
0.0221,3.6869,9.56
0.0231,3.6869,9.6
0.0242,3.6869,9.64
0.0254,3.6869,9.68
0.0266,3.6869,9.72
0.0278,3.6869,9.77
0.0292,3.6869,9.83
0.0305,3.6869,9.88
0.032,3.6869,9.94
0.0335,3.6869,10.01
0.0351,3.6869,10.07
0.0368,3.6869,10.15
0.0385,3.6869,10.23
0.0404,3.6869,10.32
0.0423,3.6869,10.41
0.0443,3.6869,10.51
0.0464,3.6869,10.62
0.0486,3.6869,10.74
0.0509,3.6869,10.87
0.0534,3.6869,11
0.0559,3.6869,11.15
0.0586,3.6869,11.32
0.0614,3.6869,11.49
0.0643,3.6869,11.68
0.0673,3.6869,11.89
0.0705,3.6869,12.12
0.0739,3.6869,12.37
0.0774,3.6869,12.63
0.0811,3.6869,12.93
0.085,3.6869,13.24
0.089,3.6869,13.59
0.0933,3.6869,13.97
0.0977,3.6869,14.39
0.1024,3.6869,14.84
0.1072,3.6869,15.34
0.1123,3.6869,15.88
0.1177,3.6869,16.48
0.1233,3.6869,17.13
0.1292,3.6869,17.85
0.1353,3.6869,18.64
0.1417,3.6869,19.51
0.1485,3.6869,20.47
0.1556,3.6869,21.52
0.163,3.6869,22.68
0.1707,3.6869,23.97
0.1789,3.6869,25.38
0.1874,3.6869,26.95
0.1963,3.6869,28.68
0.2057,3.6869,30.6
0.2154,3.6869,32.73
0.2257,3.6869,35.1
0.2364,3.6869,37.72
0.2477,3.6869,40.65
0.2595,3.6869,43.91
0.2719,3.6869,47.54
0.2848,3.6869,51.6
0.2984,3.6869,56.14
0.3126,3.6869,61.23
0.3275,3.6869,66.93
0.343,3.6869,73.35
0.3594,3.6869,80.56
0.3765,3.6869,88.69
0.3944,3.6869,97.88
0.4132,3.6869,108.28
0.4329,3.6869,120.07
0.4535,3.6869,133.47
0.4751,3.6869,148.73
0.4977,3.6869,166.16
0.5214,3.6869,186.11
0.5462,3.6869,209.03
0.5722,3.6869,235.42
0.5995,3.6869,265.91
0.628,3.6869,301.27
0.6579,3.6869,342.43
0.6893,3.6869,390.54
0.7221,3.6869,447.03
0.7565,3.6869,513.68
0.7925,3.6869,592.77
0.8302,3.6869,687.19
0.8697,3.6869,800.68
0.9112,3.6869,938.2
0.9545,3.6869,1106.32
1,3.6869,1105.98
0.01,3.8805,9.3
0.0105,3.8805,9.31
0.011,3.8805,9.33
0.0115,3.8805,9.35
0.012,3.8805,9.37
0.0126,3.8805,9.39
0.0132,3.8805,9.42
0.0138,3.8805,9.44
0.0145,3.8805,9.47
0.0152,3.8805,9.49
0.0159,3.8805,9.52
0.0167,3.8805,9.55
0.0175,3.8805,9.58
0.0183,3.8805,9.62
0.0192,3.8805,9.65
0.0201,3.8805,9.69
0.021,3.8805,9.73
0.0221,3.8805,9.78
0.0231,3.8805,9.82
0.0242,3.8805,9.87
0.0254,3.8805,9.92
0.0266,3.8805,9.98
0.0278,3.8805,10.04
0.0292,3.8805,10.1
0.0305,3.8805,10.17
0.032,3.8805,10.24
0.0335,3.8805,10.32
0.0351,3.8805,10.4
0.0368,3.8805,10.49
0.0385,3.8805,10.59
0.0404,3.8805,10.69
0.0423,3.8805,10.8
0.0443,3.8805,10.91
0.0464,3.8805,11.04
0.0486,3.8805,11.18
0.0509,3.8805,11.32
0.0534,3.8805,11.48
0.0559,3.8805,11.64
0.0586,3.8805,11.83
0.0614,3.8805,12.02
0.0643,3.8805,12.23
0.0673,3.8805,12.46
0.0705,3.8805,12.7
0.0739,3.8805,12.97
0.0774,3.8805,13.26
0.0811,3.8805,13.57
0.085,3.8805,13.91
0.089,3.8805,14.28
0.0933,3.8805,14.68
0.0977,3.8805,15.11
0.1024,3.8805,15.58
0.1072,3.8805,16.09
0.1123,3.8805,16.65
0.1177,3.8805,17.26
0.1233,3.8805,17.93
0.1292,3.8805,18.66
0.1353,3.8805,19.46
0.1417,3.8805,20.33
0.1485,3.8805,21.29
0.1556,3.8805,22.33
0.163,3.8805,23.49
0.1707,3.8805,24.75
0.1789,3.8805,26.15
0.1874,3.8805,27.68
0.1963,3.8805,29.37
0.2057,3.8805,31.24
0.2154,3.8805,33.31
0.2257,3.8805,35.59
0.2364,3.8805,38.12
0.2477,3.8805,40.93
0.2595,3.8805,44.05
0.2719,3.8805,47.53
0.2848,3.8805,51.39
0.2984,3.8805,55.71
0.3126,3.8805,60.53
0.3275,3.8805,65.92
0.343,3.8805,71.97
0.3594,3.8805,78.76
0.3765,3.8805,86.41
0.3944,3.8805,95.03
0.4132,3.8805,104.76
0.4329,3.8805,115.79
0.4535,3.8805,128.3
0.4751,3.8805,142.53
0.4977,3.8805,158.77
0.5214,3.8805,177.34
0.5462,3.8805,198.65
0.5722,3.8805,223.19
0.5995,3.8805,251.53
0.628,3.8805,284.4
0.6579,3.8805,322.67
0.6893,3.8805,367.43
0.7221,3.8805,420.04
0.7565,3.8805,482.21
0.7925,3.8805,556.11
0.8302,3.8805,644.53
0.8697,3.8805,751.08
0.9112,3.8805,880.53
0.9545,3.8805,1039.22
1,3.8805,1038.91
0.01,4.0842,9.06
0.0105,4.0842,9.06
0.011,4.0842,9.07
0.0115,4.0842,9.08
0.012,4.0842,9.08
0.0126,4.0842,9.09
0.0132,4.0842,9.1
0.0138,4.0842,9.11
0.0145,4.0842,9.12
0.0152,4.0842,9.13
0.0159,4.0842,9.14
0.0167,4.0842,9.15
0.0175,4.0842,9.16
0.0183,4.0842,9.17
0.0192,4.0842,9.19
0.0201,4.0842,9.2
0.021,4.0842,9.22
0.0221,4.0842,9.24
0.0231,4.0842,9.25
0.0242,4.0842,9.28
0.0254,4.0842,9.3
0.0266,4.0842,9.32
0.0278,4.0842,9.35
0.0292,4.0842,9.38
0.0305,4.0842,9.41
0.032,4.0842,9.44
0.0335,4.0842,9.48
0.0351,4.0842,9.52
0.0368,4.0842,9.56
0.0385,4.0842,9.61
0.0404,4.0842,9.66
0.0423,4.0842,9.71
0.0443,4.0842,9.77
0.0464,4.0842,9.84
0.0486,4.0842,9.91
0.0509,4.0842,9.99
0.0534,4.0842,10.08
0.0559,4.0842,10.17
0.0586,4.0842,10.27
0.0614,4.0842,10.38
0.0643,4.0842,10.51
0.0673,4.0842,10.64
0.0705,4.0842,10.79
0.0739,4.0842,10.95
0.0774,4.0842,11.13
0.0811,4.0842,11.32
0.085,4.0842,11.53
0.089,4.0842,11.77
0.0933,4.0842,12.02
0.0977,4.0842,12.31
0.1024,4.0842,12.62
0.1072,4.0842,12.96
0.1123,4.0842,13.34
0.1177,4.0842,13.75
0.1233,4.0842,14.21
0.1292,4.0842,14.71
0.1353,4.0842,15.27
0.1417,4.0842,15.89
0.1485,4.0842,16.57
0.1556,4.0842,17.33
0.163,4.0842,18.16
0.1707,4.0842,19.09
0.1789,4.0842,20.11
0.1874,4.0842,21.25
0.1963,4.0842,22.52
0.2057,4.0842,23.92
0.2154,4.0842,25.49
0.2257,4.0842,27.23
0.2364,4.0842,29.17
0.2477,4.0842,31.34
0.2595,4.0842,33.76
0.2719,4.0842,36.46
0.2848,4.0842,39.5
0.2984,4.0842,42.89
0.3126,4.0842,46.71
0.3275,4.0842,51
0.343,4.0842,55.82
0.3594,4.0842,61.26
0.3765,4.0842,67.41
0.3944,4.0842,74.37
0.4132,4.0842,82.25
0.4329,4.0842,91.2
0.4535,4.0842,101.39
0.4751,4.0842,113.02
0.4977,4.0842,126.31
0.5214,4.0842,141.56
0.5462,4.0842,159.09
0.5722,4.0842,179.31
0.5995,4.0842,202.72
0.628,4.0842,229.91
0.6579,4.0842,261.62
0.6893,4.0842,298.78
0.7221,4.0842,342.52
0.7565,4.0842,394.28
0.7925,4.0842,455.92
0.8302,4.0842,529.82
0.8697,4.0842,619.09
0.9112,4.0842,727.83
0.9545,4.0842,861.54
1,4.0842,861.28
0.01,4.2987,8.61
0.0105,4.2987,8.6
0.011,4.2987,8.58
0.0115,4.2987,8.56
0.012,4.2987,8.54
0.0126,4.2987,8.52
0.0132,4.2987,8.5
0.0138,4.2987,8.48
0.0145,4.2987,8.46
0.0152,4.2987,8.44
0.0159,4.2987,8.42
0.0167,4.2987,8.39
0.0175,4.2987,8.37
0.0183,4.2987,8.34
0.0192,4.2987,8.31
0.0201,4.2987,8.29
0.021,4.2987,8.26
0.0221,4.2987,8.23
0.0231,4.2987,8.2
0.0242,4.2987,8.16
0.0254,4.2987,8.13
0.0266,4.2987,8.1
0.0278,4.2987,8.06
0.0292,4.2987,8.03
0.0305,4.2987,7.99
0.032,4.2987,7.96
0.0335,4.2987,7.92
0.0351,4.2987,7.88
0.0368,4.2987,7.84
0.0385,4.2987,7.8
0.0404,4.2987,7.76
0.0423,4.2987,7.72
0.0443,4.2987,7.68
0.0464,4.2987,7.64
0.0486,4.2987,7.6
0.0509,4.2987,7.56
0.0534,4.2987,7.52
0.0559,4.2987,7.49
0.0586,4.2987,7.45
0.0614,4.2987,7.42
0.0643,4.2987,7.39
0.0673,4.2987,7.36
0.0705,4.2987,7.33
0.0739,4.2987,7.32
0.0774,4.2987,7.3
0.0811,4.2987,7.29
0.085,4.2987,7.29
0.089,4.2987,7.3
0.0933,4.2987,7.32
0.0977,4.2987,7.35
0.1024,4.2987,7.4
0.1072,4.2987,7.46
0.1123,4.2987,7.54
0.1177,4.2987,7.63
0.1233,4.2987,7.76
0.1292,4.2987,7.9
0.1353,4.2987,8.08
0.1417,4.2987,8.3
0.1485,4.2987,8.55
0.1556,4.2987,8.85
0.163,4.2987,9.2
0.1707,4.2987,9.61
0.1789,4.2987,10.09
0.1874,4.2987,10.64
0.1963,4.2987,11.28
0.2057,4.2987,12.01
0.2154,4.2987,12.86
0.2257,4.2987,13.84
0.2364,4.2987,14.97
0.2477,4.2987,16.25
0.2595,4.2987,17.73
0.2719,4.2987,19.43
0.2848,4.2987,21.38
0.2984,4.2987,23.61
0.3126,4.2987,26.16
0.3275,4.2987,29.1
0.343,4.2987,32.46
0.3594,4.2987,36.33
0.3765,4.2987,40.77
0.3944,4.2987,45.87
0.4132,4.2987,51.76
0.4329,4.2987,58.54
0.4535,4.2987,66.37
0.4751,4.2987,75.43
0.4977,4.2987,85.93
0.5214,4.2987,98.13
0.5462,4.2987,112.34
0.5722,4.2987,128.92
0.5995,4.2987,148.33
0.628,4.2987,171.13
0.6579,4.2987,198.01
0.6893,4.2987,229.8
0.7221,4.2987,267.57
0.7565,4.2987,312.65
0.7925,4.2987,366.7
0.8302,4.2987,431.88
0.8697,4.2987,510.92
0.9112,4.2987,607.37
0.9545,4.2987,725.84
1,4.2987,725.6
0.01,4.5243,8.57
0.0105,4.5243,8.55
0.011,4.5243,8.53
0.0115,4.5243,8.51
0.012,4.5243,8.49
0.0126,4.5243,8.47
0.0132,4.5243,8.44
0.0138,4.5243,8.42
0.0145,4.5243,8.4
0.0152,4.5243,8.37
0.0159,4.5243,8.34
0.0167,4.5243,8.32
0.0175,4.5243,8.29
0.0183,4.5243,8.26
0.0192,4.5243,8.23
0.0201,4.5243,8.19
0.021,4.5243,8.16
0.0221,4.5243,8.12
0.0231,4.5243,8.09
0.0242,4.5243,8.05
0.0254,4.5243,8.01
0.0266,4.5243,7.97
0.0278,4.5243,7.93
0.0292,4.5243,7.89
0.0305,4.5243,7.85
0.032,4.5243,7.8
0.0335,4.5243,7.75
0.0351,4.5243,7.71
0.0368,4.5243,7.66
0.0385,4.5243,7.61
0.0404,4.5243,7.56
0.0423,4.5243,7.51
0.0443,4.5243,7.45
0.0464,4.5243,7.4
0.0486,4.5243,7.35
0.0509,4.5243,7.29
0.0534,4.5243,7.24
0.0559,4.5243,7.19
0.0586,4.5243,7.13
0.0614,4.5243,7.08
0.0643,4.5243,7.03
0.0673,4.5243,6.98
0.0705,4.5243,6.93
0.0739,4.5243,6.89
0.0774,4.5243,6.85
0.0811,4.5243,6.81
0.085,4.5243,6.78
0.089,4.5243,6.76
0.0933,4.5243,6.74
0.0977,4.5243,6.74
0.1024,4.5243,6.74
0.1072,4.5243,6.76
0.1123,4.5243,6.79
0.1177,4.5243,6.84
0.1233,4.5243,6.9
0.1292,4.5243,6.99
0.1353,4.5243,7.11
0.1417,4.5243,7.25
0.1485,4.5243,7.43
0.1556,4.5243,7.64
0.163,4.5243,7.9
0.1707,4.5243,8.22
0.1789,4.5243,8.58
0.1874,4.5243,9.02
0.1963,4.5243,9.53
0.2057,4.5243,10.13
0.2154,4.5243,10.82
0.2257,4.5243,11.63
0.2364,4.5243,12.56
0.2477,4.5243,13.64
0.2595,4.5243,14.89
0.2719,4.5243,16.33
0.2848,4.5243,17.99
0.2984,4.5243,19.91
0.3126,4.5243,22.11
0.3275,4.5243,24.65
0.343,4.5243,27.57
0.3594,4.5243,30.93
0.3765,4.5243,34.81
0.3944,4.5243,39.27
0.4132,4.5243,44.42
0.4329,4.5243,50.37
0.4535,4.5243,57.24
0.4751,4.5243,65.2
0.4977,4.5243,74.43
0.5214,4.5243,85.15
0.5462,4.5243,97.62
0.5722,4.5243,112.17
0.5995,4.5243,129.18
0.628,4.5243,149.13
0.6579,4.5243,172.59
0.6893,4.5243,200.28
0.7221,4.5243,233.08
0.7565,4.5243,272.11
0.7925,4.5243,318.75
0.8302,4.5243,374.77
0.8697,4.5243,442.44
0.9112,4.5243,524.7
0.9545,4.5243,625.37
1,4.5243,625.17
0.01,4.7619,9.11
0.0105,4.7619,9.11
0.011,4.7619,9.12
0.0115,4.7619,9.13
0.012,4.7619,9.14
0.0126,4.7619,9.15
0.0132,4.7619,9.16
0.0138,4.7619,9.17
0.0145,4.7619,9.18
0.0152,4.7619,9.19
0.0159,4.7619,9.2
0.0167,4.7619,9.22
0.0175,4.7619,9.23
0.0183,4.7619,9.25
0.0192,4.7619,9.26
0.0201,4.7619,9.28
0.021,4.7619,9.3
0.0221,4.7619,9.32
0.0231,4.7619,9.34
0.0242,4.7619,9.36
0.0254,4.7619,9.39
0.0266,4.7619,9.41
0.0278,4.7619,9.44
0.0292,4.7619,9.47
0.0305,4.7619,9.5
0.032,4.7619,9.54
0.0335,4.7619,9.57
0.0351,4.7619,9.61
0.0368,4.7619,9.65
0.0385,4.7619,9.7
0.0404,4.7619,9.75
0.0423,4.7619,9.8
0.0443,4.7619,9.86
0.0464,4.7619,9.92
0.0486,4.7619,9.99
0.0509,4.7619,10.06
0.0534,4.7619,10.13
0.0559,4.7619,10.22
0.0586,4.7619,10.31
0.0614,4.7619,10.41
0.0643,4.7619,10.51
0.0673,4.7619,10.63
0.0705,4.7619,10.75
0.0739,4.7619,10.89
0.0774,4.7619,11.04
0.0811,4.7619,11.2
0.085,4.7619,11.37
0.089,4.7619,11.57
0.0933,4.7619,11.77
0.0977,4.7619,12
0.1024,4.7619,12.25
0.1072,4.7619,12.52
0.1123,4.7619,12.82
0.1177,4.7619,13.15
0.1233,4.7619,13.5
0.1292,4.7619,13.89
0.1353,4.7619,14.33
0.1417,4.7619,14.8
0.1485,4.7619,15.32
0.1556,4.7619,15.89
0.163,4.7619,16.52
0.1707,4.7619,17.22
0.1789,4.7619,17.98
0.1874,4.7619,18.83
0.1963,4.7619,19.77
0.2057,4.7619,20.81
0.2154,4.7619,21.96
0.2257,4.7619,23.24
0.2364,4.7619,24.66
0.2477,4.7619,26.24
0.2595,4.7619,28
0.2719,4.7619,29.96
0.2848,4.7619,32.15
0.2984,4.7619,34.6
0.3126,4.7619,37.35
0.3275,4.7619,40.43
0.343,4.7619,43.89
0.3594,4.7619,47.78
0.3765,4.7619,52.17
0.3944,4.7619,57.13
0.4132,4.7619,62.74
0.4329,4.7619,69.11
0.4535,4.7619,76.34
0.4751,4.7619,84.59
0.4977,4.7619,94.01
0.5214,4.7619,104.81
0.5462,4.7619,117.2
0.5722,4.7619,131.48
0.5995,4.7619,147.99
0.628,4.7619,167.15
0.6579,4.7619,189.45
0.6893,4.7619,215.51
0.7221,4.7619,246.12
0.7565,4.7619,282.23
0.7925,4.7619,325.04
0.8302,4.7619,376.08
0.8697,4.7619,437.29
0.9112,4.7619,511.17
0.9545,4.7619,600.97
1,4.7619,600.79
0.01,5.0119,9.49
0.0105,5.0119,9.52
0.011,5.0119,9.54
0.0115,5.0119,9.57
0.012,5.0119,9.6
0.0126,5.0119,9.63
0.0132,5.0119,9.67
0.0138,5.0119,9.7
0.0145,5.0119,9.74
0.0152,5.0119,9.78
0.0159,5.0119,9.82
0.0167,5.0119,9.86
0.0175,5.0119,9.9
0.0183,5.0119,9.95
0.0192,5.0119,10
0.0201,5.0119,10.06
0.021,5.0119,10.11
0.0221,5.0119,10.17
0.0231,5.0119,10.23
0.0242,5.0119,10.3
0.0254,5.0119,10.37
0.0266,5.0119,10.44
0.0278,5.0119,10.52
0.0292,5.0119,10.6
0.0305,5.0119,10.68
0.032,5.0119,10.77
0.0335,5.0119,10.87
0.0351,5.0119,10.97
0.0368,5.0119,11.08
0.0385,5.0119,11.19
0.0404,5.0119,11.31
0.0423,5.0119,11.44
0.0443,5.0119,11.58
0.0464,5.0119,11.72
0.0486,5.0119,11.87
0.0509,5.0119,12.04
0.0534,5.0119,12.21
0.0559,5.0119,12.39
0.0586,5.0119,12.59
0.0614,5.0119,12.79
0.0643,5.0119,13.01
0.0673,5.0119,13.25
0.0705,5.0119,13.5
0.0739,5.0119,13.77
0.0774,5.0119,14.05
0.0811,5.0119,14.36
0.085,5.0119,14.68
0.089,5.0119,15.03
0.0933,5.0119,15.4
0.0977,5.0119,15.8
0.1024,5.0119,16.23
0.1072,5.0119,16.69
0.1123,5.0119,17.19
0.1177,5.0119,17.72
0.1233,5.0119,18.3
0.1292,5.0119,18.91
0.1353,5.0119,19.58
0.1417,5.0119,20.3
0.1485,5.0119,21.08
0.1556,5.0119,21.92
0.163,5.0119,22.83
0.1707,5.0119,23.82
0.1789,5.0119,24.89
0.1874,5.0119,26.06
0.1963,5.0119,27.33
0.2057,5.0119,28.71
0.2154,5.0119,30.22
0.2257,5.0119,31.87
0.2364,5.0119,33.68
0.2477,5.0119,35.66
0.2595,5.0119,37.83
0.2719,5.0119,40.22
0.2848,5.0119,42.85
0.2984,5.0119,45.75
0.3126,5.0119,48.96
0.3275,5.0119,52.51
0.343,5.0119,56.45
0.3594,5.0119,60.83
0.3765,5.0119,65.71
0.3944,5.0119,71.15
0.4132,5.0119,77.24
0.4329,5.0119,84.07
0.4535,5.0119,91.76
0.4751,5.0119,100.42
0.4977,5.0119,110.21
0.5214,5.0119,121.32
0.5462,5.0119,133.95
0.5722,5.0119,148.38
0.5995,5.0119,164.9
0.628,5.0119,183.9
0.6579,5.0119,205.84
0.6893,5.0119,231.29
0.7221,5.0119,260.94
0.7565,5.0119,295.67
0.7925,5.0119,336.56
0.8302,5.0119,384.99
0.8697,5.0119,442.73
0.9112,5.0119,512.03
0.9545,5.0119,595.84
1,5.0119,595.68
0.01,5.275,9.14
0.0105,5.275,9.15
0.011,5.275,9.16
0.0115,5.275,9.17
0.012,5.275,9.18
0.0126,5.275,9.19
0.0132,5.275,9.2
0.0138,5.275,9.21
0.0145,5.275,9.22
0.0152,5.275,9.24
0.0159,5.275,9.25
0.0167,5.275,9.27
0.0175,5.275,9.28
0.0183,5.275,9.3
0.0192,5.275,9.32
0.0201,5.275,9.34
0.021,5.275,9.36
0.0221,5.275,9.38
0.0231,5.275,9.4
0.0242,5.275,9.43
0.0254,5.275,9.45
0.0266,5.275,9.48
0.0278,5.275,9.51
0.0292,5.275,9.54
0.0305,5.275,9.58
0.032,5.275,9.61
0.0335,5.275,9.65
0.0351,5.275,9.69
0.0368,5.275,9.73
0.0385,5.275,9.78
0.0404,5.275,9.83
0.0423,5.275,9.88
0.0443,5.275,9.94
0.0464,5.275,10
0.0486,5.275,10.06
0.0509,5.275,10.13
0.0534,5.275,10.21
0.0559,5.275,10.29
0.0586,5.275,10.38
0.0614,5.275,10.47
0.0643,5.275,10.57
0.0673,5.275,10.68
0.0705,5.275,10.8
0.0739,5.275,10.92
0.0774,5.275,11.06
0.0811,5.275,11.21
0.085,5.275,11.37
0.089,5.275,11.54
0.0933,5.275,11.73
0.0977,5.275,11.93
0.1024,5.275,12.15
0.1072,5.275,12.39
0.1123,5.275,12.65
0.1177,5.275,12.94
0.1233,5.275,13.24
0.1292,5.275,13.58
0.1353,5.275,13.95
0.1417,5.275,14.35
0.1485,5.275,14.79
0.1556,5.275,15.28
0.163,5.275,15.81
0.1707,5.275,16.39
0.1789,5.275,17.02
0.1874,5.275,17.72
0.1963,5.275,18.49
0.2057,5.275,19.34
0.2154,5.275,20.28
0.2257,5.275,21.32
0.2364,5.275,22.46
0.2477,5.275,23.73
0.2595,5.275,25.14
0.2719,5.275,26.7
0.2848,5.275,28.44
0.2984,5.275,30.38
0.3126,5.275,32.54
0.3275,5.275,34.95
0.343,5.275,37.66
0.3594,5.275,40.68
0.3765,5.275,44.09
0.3944,5.275,47.92
0.4132,5.275,52.24
0.4329,5.275,57.12
0.4535,5.275,62.65
0.4751,5.275,68.93
0.4977,5.275,76.08
0.5214,5.275,84.24
0.5462,5.275,93.59
0.5722,5.275,104.33
0.5995,5.275,116.7
0.628,5.275,131.01
0.6579,5.275,147.63
0.6893,5.275,167
0.7221,5.275,189.7
0.7565,5.275,216.42
0.7925,5.275,248.04
0.8302,5.275,285.7
0.8697,5.275,330.82
0.9112,5.275,385.29
0.9545,5.275,451.55
1,5.275,451.42
0.01,5.5519,8.64
0.0105,5.5519,8.62
0.011,5.5519,8.61
0.0115,5.5519,8.59
0.012,5.5519,8.57
0.0126,5.5519,8.55
0.0132,5.5519,8.53
0.0138,5.5519,8.51
0.0145,5.5519,8.49
0.0152,5.5519,8.47
0.0159,5.5519,8.45
0.0167,5.5519,8.42
0.0175,5.5519,8.4
0.0183,5.5519,8.37
0.0192,5.5519,8.34
0.0201,5.5519,8.31
0.021,5.5519,8.28
0.0221,5.5519,8.25
0.0231,5.5519,8.22
0.0242,5.5519,8.19
0.0254,5.5519,8.15
0.0266,5.5519,8.11
0.0278,5.5519,8.07
0.0292,5.5519,8.03
0.0305,5.5519,7.99
0.032,5.5519,7.95
0.0335,5.5519,7.91
0.0351,5.5519,7.86
0.0368,5.5519,7.81
0.0385,5.5519,7.76
0.0404,5.5519,7.71
0.0423,5.5519,7.66
0.0443,5.5519,7.6
0.0464,5.5519,7.54
0.0486,5.5519,7.48
0.0509,5.5519,7.42
0.0534,5.5519,7.36
0.0559,5.5519,7.3
0.0586,5.5519,7.23
0.0614,5.5519,7.16
0.0643,5.5519,7.09
0.0673,5.5519,7.02
0.0705,5.5519,6.95
0.0739,5.5519,6.88
0.0774,5.5519,6.8
0.0811,5.5519,6.73
0.085,5.5519,6.65
0.089,5.5519,6.58
0.0933,5.5519,6.5
0.0977,5.5519,6.42
0.1024,5.5519,6.35
0.1072,5.5519,6.28
0.1123,5.5519,6.21
0.1177,5.5519,6.14
0.1233,5.5519,6.08
0.1292,5.5519,6.03
0.1353,5.5519,5.98
0.1417,5.5519,5.94
0.1485,5.5519,5.91
0.1556,5.5519,5.89
0.163,5.5519,5.88
0.1707,5.5519,5.89
0.1789,5.5519,5.93
0.1874,5.5519,5.98
0.1963,5.5519,6.06
0.2057,5.5519,6.17
0.2154,5.5519,6.32
0.2257,5.5519,6.51
0.2364,5.5519,6.76
0.2477,5.5519,7.05
0.2595,5.5519,7.42
0.2719,5.5519,7.86
0.2848,5.5519,8.39
0.2984,5.5519,9.02
0.3126,5.5519,9.78
0.3275,5.5519,10.67
0.343,5.5519,11.72
0.3594,5.5519,12.96
0.3765,5.5519,14.43
0.3944,5.5519,16.14
0.4132,5.5519,18.15
0.4329,5.5519,20.52
0.4535,5.5519,23.29
0.4751,5.5519,26.54
0.4977,5.5519,30.35
0.5214,5.5519,34.84
0.5462,5.5519,40.11
0.5722,5.5519,46.34
0.5995,5.5519,53.68
0.628,5.5519,62.39
0.6579,5.5519,72.72
0.6893,5.5519,85.02
0.7221,5.5519,99.74
0.7565,5.5519,117.4
0.7925,5.5519,138.72
0.8302,5.5519,164.57
0.8697,5.5519,196.12
0.9112,5.5519,234.9
0.9545,5.5519,282.95
1,5.5519,282.86
0.01,5.8434,8.74
0.0105,5.8434,8.73
0.011,5.8434,8.72
0.0115,5.8434,8.71
0.012,5.8434,8.7
0.0126,5.8434,8.68
0.0132,5.8434,8.67
0.0138,5.8434,8.66
0.0145,5.8434,8.64
0.0152,5.8434,8.63
0.0159,5.8434,8.61
0.0167,5.8434,8.59
0.0175,5.8434,8.58
0.0183,5.8434,8.56
0.0192,5.8434,8.54
0.0201,5.8434,8.52
0.021,5.8434,8.5
0.0221,5.8434,8.48
0.0231,5.8434,8.46
0.0242,5.8434,8.43
0.0254,5.8434,8.41
0.0266,5.8434,8.39
0.0278,5.8434,8.36
0.0292,5.8434,8.33
0.0305,5.8434,8.31
0.032,5.8434,8.28
0.0335,5.8434,8.25
0.0351,5.8434,8.22
0.0368,5.8434,8.19
0.0385,5.8434,8.16
0.0404,5.8434,8.12
0.0423,5.8434,8.09
0.0443,5.8434,8.05
0.0464,5.8434,8.02
0.0486,5.8434,7.98
